HVS_lD,Basisszenario,FS-Art,FS-Aufkommen,FS-Geschwindigkeit,RVA-Breite,RVA-Lage,RVA-Oberfläche,Tr_li-Breite,Tr_li-Markierung,Tr_li-baulTrennung,Tr_re-Breite,Tr_re-Markierung,Parken,Kamera,Kommentar,SceneID,Häufigkeit,meherere_Kameraperspektive
1041,2,Kfz,normal,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_1041,1,nein
1047,2,Tram,normal,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_1047,1,nein
1050,2,Kfz,hoch,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_1050,1,nein
1053,2,Einbahn,hoch,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_1053,1,nein
1059,2,Kfz,normal,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_1059,1,nein
1065,2,Tram,normal,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_1065,1,nein
1068,2,Kfz,hoch,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_1068,1,nein
1071,2,Einbahn,hoch,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_1071,1,nein
1082,2,Tram,normal,50,schmal,FS-Parken/Seitenraum,Asphalt,breit,Doppellinie,Sperrpfosten_hoch,-,-,-,C,,01_MS_C_1082,1,nein
1085,2,Kfz,hoch,50,schmal,FS-Parken/Seitenraum,Asphalt,breit,Doppellinie,Sperrpfosten_hoch,-,-,-,C,,01_MS_C_1085,1,nein
1088,2,Einbahn,hoch,50,schmal,FS-Parken/Seitenraum,Asphalt,breit,Doppellinie,Sperrpfosten_hoch,-,-,-,C,,01_MS_C_1088,1,nein
1094,2,Kfz,normal,30,schmal,FS-Parken/Seitenraum,Asphalt,breit,Doppellinie,Sperrpfosten_hoch,-,-,-,C,,01_MS_C_1094,1,nein
1100,2,Tram,normal,30,schmal,FS-Parken/Seitenraum,Asphalt,breit,Doppellinie,Sperrpfosten_hoch,-,-,-,C,,01_MS_C_1100,1,nein
1103,2,Kfz,hoch,30,schmal,FS-Parken/Seitenraum,Asphalt,breit,Doppellinie,Sperrpfosten_hoch,-,-,-,C,,01_MS_C_1103,1,nein
1106,2,Einbahn,hoch,30,schmal,FS-Parken/Seitenraum,Asphalt,breit,Doppellinie,Sperrpfosten_hoch,-,-,-,C,,01_MS_C_1106,1,nein
1112,2,Kfz,normal,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Doppellinie,Sperrpfosten_hoch,-,-,-,C,,01_MS_C_1112,1,nein
1118,2,Tram,normal,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Doppellinie,Sperrpfosten_hoch,-,-,-,C,,01_MS_C_1118,1,nein
1121,2,Kfz,hoch,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Doppellinie,Sperrpfosten_hoch,-,-,-,C,,01_MS_C_1121,1,nein
1124,2,Einbahn,hoch,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Doppellinie,Sperrpfosten_hoch,-,-,-,C,,01_MS_C_1124,1,nein
1130,2,Kfz,normal,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Doppellinie,Sperrpfosten_hoch,-,-,-,C,,01_MS_C_1130,1,nein
1136,2,Tram,normal,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Doppellinie,Sperrpfosten_hoch,-,-,-,C,,01_MS_C_1136,1,nein
1139,2,Kfz,hoch,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Doppellinie,Sperrpfosten_hoch,-,-,-,C,,01_MS_C_1139,1,nein
1142,2,Einbahn,hoch,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Doppellinie,Sperrpfosten_hoch,-,-,-,C,,01_MS_C_1142,1,nein
1148,2,Kfz,normal,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Doppellinie,Sperrpfosten_hoch,-,-,-,C,,01_MS_C_1148,1,nein
1154,2,Tram,normal,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Doppellinie,Sperrpfosten_hoch,-,-,-,C,,01_MS_C_1154,1,nein
1157,2,Kfz,hoch,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Doppellinie,Sperrpfosten_hoch,-,-,-,C,,01_MS_C_1157,1,nein
1160,2,Einbahn,hoch,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Doppellinie,Sperrpfosten_hoch,-,-,-,C,,01_MS_C_1160,1,nein
1166,2,Kfz,normal,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Doppellinie,Sperrpfosten_hoch,-,-,-,C,,01_MS_C_1166,1,nein
1172,2,Tram,normal,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Doppellinie,Sperrpfosten_hoch,-,-,-,C,,01_MS_C_1172,1,nein
1175,2,Kfz,hoch,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Doppellinie,Sperrpfosten_hoch,-,-,-,C,,01_MS_C_1175,1,nein
1178,2,Einbahn,hoch,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Doppellinie,Sperrpfosten_hoch,-,-,-,C,,01_MS_C_1178,1,nein
1184,2,Kfz,normal,50,schmal,FS-Parken/Seitenraum,Asphalt,breit,Schraffiert,Sperrpfosten_hoch,-,-,-,C,,01_MS_C_1184,1,nein
1190,2,Tram,normal,50,schmal,FS-Parken/Seitenraum,Asphalt,breit,Schraffiert,Sperrpfosten_hoch,-,-,-,C,,01_MS_C_1190,1,nein
1193,2,Kfz,hoch,50,schmal,FS-Parken/Seitenraum,Asphalt,breit,Schraffiert,Sperrpfosten_hoch,-,-,-,C,,01_MS_C_1193,1,nein
1196,2,Einbahn,hoch,50,schmal,FS-Parken/Seitenraum,Asphalt,breit,Schraffiert,Sperrpfosten_hoch,-,-,-,C,,01_MS_C_1196,1,nein
1202,2,Kfz,normal,30,schmal,FS-Parken/Seitenraum,Asphalt,breit,Schraffiert,Sperrpfosten_hoch,-,-,-,C,,01_MS_C_1202,1,nein
1208,2,Tram,normal,30,schmal,FS-Parken/Seitenraum,Asphalt,breit,Schraffiert,Sperrpfosten_hoch,-,-,-,C,,01_MS_C_1208,1,nein
1211,2,Kfz,hoch,30,schmal,FS-Parken/Seitenraum,Asphalt,breit,Schraffiert,Sperrpfosten_hoch,-,-,-,C,,01_MS_C_1211,1,nein
1214,2,Einbahn,hoch,30,schmal,FS-Parken/Seitenraum,Asphalt,breit,Schraffiert,Sperrpfosten_hoch,-,-,-,C,,01_MS_C_1214,1,nein
1220,2,Kfz,normal,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,Sperrpfosten_hoch,-,-,-,C,,01_MS_C_1220,1,nein
1226,2,Tram,normal,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,Sperrpfosten_hoch,-,-,-,C,,01_MS_C_1226,1,nein
1229,2,Kfz,hoch,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,Sperrpfosten_hoch,-,-,-,C,,01_MS_C_1229,1,nein
1232,2,Einbahn,hoch,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,Sperrpfosten_hoch,-,-,-,C,,01_MS_C_1232,1,nein
1238,2,Kfz,normal,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,Sperrpfosten_hoch,-,-,-,C,,01_MS_C_1238,1,nein
1244,2,Tram,normal,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,Sperrpfosten_hoch,-,-,-,C,,01_MS_C_1244,1,nein
1247,2,Kfz,hoch,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,Sperrpfosten_hoch,-,-,-,C,,01_MS_C_1247,1,nein
1250,2,Einbahn,hoch,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,Sperrpfosten_hoch,-,-,-,C,,01_MS_C_1250,1,nein
1256,2,Kfz,normal,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,Sperrpfosten_hoch,-,-,-,C,,01_MS_C_1256,1,nein
1262,2,Tram,normal,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,Sperrpfosten_hoch,-,-,-,C,,01_MS_C_1262,1,nein
1265,2,Kfz,hoch,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,Sperrpfosten_hoch,-,-,-,C,,01_MS_C_1265,1,nein
1268,2,Einbahn,hoch,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,Sperrpfosten_hoch,-,-,-,C,,01_MS_C_1268,1,nein
1274,2,Kfz,normal,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,Sperrpfosten_hoch,-,-,-,C,,01_MS_C_1274,1,nein
1280,2,Tram,normal,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,Sperrpfosten_hoch,-,-,-,C,,01_MS_C_1280,1,nein
1283,2,Kfz,hoch,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,Sperrpfosten_hoch,-,-,-,C,,01_MS_C_1283,1,nein
1286,2,Einbahn,hoch,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,Sperrpfosten_hoch,-,-,-,C,,01_MS_C_1286,1,nein
1292,2,Kfz,normal,50,schmal,FS-Parken/Seitenraum,Asphalt,breit,Doppellinie,Sperrpfosten_hoch,-,-,-,C,,01_MS_C_1292,1,nein
1293,2,Kfz,normal,50,schmal,FS-Parken/Seitenraum,Asphalt,breit,Doppellinie,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_1293,1,nein
1299,2,Tram,normal,50,schmal,FS-Parken/Seitenraum,Asphalt,breit,Doppellinie,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_1299,1,nein
1302,2,Kfz,hoch,50,schmal,FS-Parken/Seitenraum,Asphalt,breit,Doppellinie,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_1302,1,nein
1305,2,Einbahn,hoch,50,schmal,FS-Parken/Seitenraum,Asphalt,breit,Doppellinie,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_1305,1,nein
1311,2,Kfz,normal,30,schmal,FS-Parken/Seitenraum,Asphalt,breit,Doppellinie,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_1311,1,nein
1317,2,Tram,normal,30,schmal,FS-Parken/Seitenraum,Asphalt,breit,Doppellinie,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_1317,1,nein
1320,2,Kfz,hoch,30,schmal,FS-Parken/Seitenraum,Asphalt,breit,Doppellinie,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_1320,1,nein
1323,2,Einbahn,hoch,30,schmal,FS-Parken/Seitenraum,Asphalt,breit,Doppellinie,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_1323,1,nein
1329,2,Kfz,normal,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Doppellinie,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_1329,1,nein
1335,2,Tram,normal,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Doppellinie,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_1335,1,nein
1338,2,Kfz,hoch,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Doppellinie,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_1338,1,nein
1341,2,Einbahn,hoch,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Doppellinie,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_1341,1,nein
1347,2,Kfz,normal,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Doppellinie,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_1347,1,nein
1353,2,Tram,normal,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Doppellinie,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_1353,1,nein
1356,2,Kfz,hoch,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Doppellinie,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_1356,1,nein
1359,2,Einbahn,hoch,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Doppellinie,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_1359,1,nein
1365,2,Kfz,normal,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Doppellinie,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_1365,1,nein
1371,2,Tram,normal,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Doppellinie,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_1371,1,nein
1374,2,Kfz,hoch,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Doppellinie,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_1374,1,nein
1377,2,Einbahn,hoch,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Doppellinie,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_1377,1,nein
1383,2,Kfz,normal,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Doppellinie,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_1383,1,nein
1389,2,Tram,normal,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Doppellinie,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_1389,1,nein
1392,2,Kfz,hoch,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Doppellinie,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_1392,1,nein
1395,2,Einbahn,hoch,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Doppellinie,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_1395,1,nein
1401,2,Kfz,normal,50,schmal,FS-Parken/Seitenraum,Asphalt,breit,Schraffiert,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_1401,1,nein
1407,2,Tram,normal,50,schmal,FS-Parken/Seitenraum,Asphalt,breit,Schraffiert,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_1407,1,nein
1410,2,Kfz,hoch,50,schmal,FS-Parken/Seitenraum,Asphalt,breit,Schraffiert,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_1410,1,nein
1413,2,Einbahn,hoch,50,schmal,FS-Parken/Seitenraum,Asphalt,breit,Schraffiert,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_1413,1,nein
1419,2,Kfz,normal,30,schmal,FS-Parken/Seitenraum,Asphalt,breit,Schraffiert,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_1419,1,nein
1425,2,Tram,normal,30,schmal,FS-Parken/Seitenraum,Asphalt,breit,Schraffiert,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_1425,1,nein
1428,2,Kfz,hoch,30,schmal,FS-Parken/Seitenraum,Asphalt,breit,Schraffiert,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_1428,1,nein
1431,2,Einbahn,hoch,30,schmal,FS-Parken/Seitenraum,Asphalt,breit,Schraffiert,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_1431,1,nein
1437,2,Kfz,normal,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_1437,1,nein
1443,2,Tram,normal,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_1443,1,nein
1446,2,Kfz,hoch,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_1446,1,nein
1449,2,Einbahn,hoch,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_1449,1,nein
1455,2,Kfz,normal,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_1455,1,nein
1461,2,Tram,normal,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_1461,1,nein
1464,2,Kfz,hoch,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_1464,1,nein
1467,2,Einbahn,hoch,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_1467,1,nein
1473,2,Kfz,normal,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_1473,1,nein
1479,2,Tram,normal,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_1479,1,nein
1482,2,Kfz,hoch,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_1482,1,nein
1485,2,Einbahn,hoch,50,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_1485,1,nein
1491,2,Kfz,normal,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_1491,1,nein
1497,2,Tram,normal,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_1497,1,nein
1500,2,Kfz,hoch,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_1500,1,nein
1503,2,Einbahn,hoch,30,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_1503,1,nein
3,3,Kfz,normal,50,-,-,-,-,-,-,-,-,Längs,C,,01_MS_C_3,1,nein
9,3,Bus,normal,50,-,-,-,-,-,-,-,-,Längs,C,,01_MS_C_9,1,nein
19,3,Tram,normal,50,-,-,-,-,-,-,-,-,Längs,C,,01_MS_C_19,1,nein
26,3,Kfz,hoch,50,-,-,-,-,-,-,-,-,Längs,C,,01_MS_C_26,1,nein
35,3,Einbahn,hoch,50,-,-,-,-,-,-,-,-,Längs,C,,01_MS_C_35,1,nein
49,3,Kfz,normal,30,-,-,-,-,-,-,-,-,Längs,C,,01_MS_C_49,1,ja
55,3,Bus,normal,30,-,-,-,-,-,-,-,-,Längs,C,,01_MS_C_55,1,nein
65,3,Tram,normal,30,-,-,-,-,-,-,-,-,Längs,C,,01_MS_C_65,1,ja
72,3,Kfz,hoch,30,-,-,-,-,-,-,-,-,Längs,C,,01_MS_C_72,1,nein
81,3,Einbahn,hoch,30,-,-,-,-,-,-,-,-,Längs,C,,01_MS_C_81,1,nein
36,4,Einbahn,hoch,50,breit,FS-Parken/Seitenraum,Asphalt,schmal,unterbrochen,-,-,-,-,C,,01_MS_C_36,1,nein
82,4,Einbahn,hoch,30,breit,FS-Parken/Seitenraum,Asphalt,schmal,unterbrochen,-,-,-,-,C,,01_MS_C_82,1,nein
114,4,Einbahn,hoch,50,breit,FS-Parken/Seitenraum,Asphalt - farbig,schmal,unterbrochen,-,-,-,-,C,,01_MS_C_114,1,nein
144,4,Einbahn,hoch,30,breit,FS-Parken/Seitenraum,Asphalt - farbig,schmal,unterbrochen,-,-,-,-,C,,01_MS_C_144,1,nein
174,4,Einbahn,hoch,50,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,unterbrochen,-,-,-,-,C,,01_MS_C_174,1,nein
204,4,Einbahn,hoch,30,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,unterbrochen,-,-,-,-,C,,01_MS_C_204,1,nein
234,4,Einbahn,hoch,50,breit,FS-Parken/Seitenraum,Asphalt,breit,Doppellinie,-,-,-,-,C,,01_MS_C_234,1,nein
264,4,Einbahn,hoch,30,breit,FS-Parken/Seitenraum,Asphalt,breit,Doppellinie,-,-,-,-,C,,01_MS_C_264,1,nein
294,4,Einbahn,hoch,50,breit,FS-Parken/Seitenraum,Asphalt - farbig,breit,Doppellinie,-,-,-,-,C,,01_MS_C_294,1,nein
324,4,Einbahn,hoch,30,breit,FS-Parken/Seitenraum,Asphalt - farbig,breit,Doppellinie,-,-,-,-,C,,01_MS_C_324,1,nein
354,4,Einbahn,hoch,50,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Doppellinie,-,-,-,-,C,,01_MS_C_354,1,nein
384,4,Einbahn,hoch,30,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Doppellinie,-,-,-,-,C,,01_MS_C_384,1,nein
414,4,Einbahn,hoch,50,breit,FS-Parken/Seitenraum,Asphalt,schmal,durchgezogen,-,-,-,-,C,,01_MS_C_414,1,nein
444,4,Einbahn,hoch,30,breit,FS-Parken/Seitenraum,Asphalt,schmal,durchgezogen,-,-,-,-,C,,01_MS_C_444,1,nein
474,4,Einbahn,hoch,50,breit,FS-Parken/Seitenraum,Asphalt - farbig,schmal,durchgezogen,-,-,-,-,C,,01_MS_C_474,1,nein
504,4,Einbahn,hoch,30,breit,FS-Parken/Seitenraum,Asphalt - farbig,schmal,durchgezogen,-,-,-,-,C,,01_MS_C_504,1,nein
534,4,Einbahn,hoch,50,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,durchgezogen,-,-,-,-,C,,01_MS_C_534,1,nein
564,4,Einbahn,hoch,30,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,durchgezogen,-,-,-,-,C,,01_MS_C_564,1,nein
586,4,Einbahn,hoch,50,breit,FS-Parken/Seitenraum,Asphalt,schmal,durchgezogen,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_586,1,nein
604,4,Einbahn,hoch,30,breit,FS-Parken/Seitenraum,Asphalt,schmal,durchgezogen,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_604,1,nein
622,4,Einbahn,hoch,50,breit,FS-Parken/Seitenraum,Asphalt - farbig,schmal,durchgezogen,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_622,1,nein
640,4,Einbahn,hoch,30,breit,FS-Parken/Seitenraum,Asphalt - farbig,schmal,durchgezogen,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_640,1,nein
658,4,Einbahn,hoch,50,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,durchgezogen,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_658,1,nein
676,4,Einbahn,hoch,30,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,durchgezogen,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_676,1,nein
702,4,Einbahn,hoch,50,breit,FS-Parken/Seitenraum,Asphalt,breit,Schraffiert,-,-,-,-,C,,01_MS_C_702,1,nein
732,4,Einbahn,hoch,30,breit,FS-Parken/Seitenraum,Asphalt,breit,Schraffiert,-,-,-,-,C,,01_MS_C_732,1,nein
762,4,Einbahn,hoch,50,breit,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,-,-,-,-,C,,01_MS_C_762,1,nein
792,4,Einbahn,hoch,30,breit,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,-,-,-,-,C,,01_MS_C_792,1,nein
822,4,Einbahn,hoch,50,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,-,-,-,-,C,,01_MS_C_822,1,nein
852,4,Einbahn,hoch,30,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,-,-,-,-,C,,01_MS_C_852,1,nein
874,4,Einbahn,hoch,50,breit,FS-Parken/Seitenraum,Asphalt,breit,Doppellinie,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_874,1,nein
892,4,Einbahn,hoch,30,breit,FS-Parken/Seitenraum,Asphalt,breit,Doppellinie,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_892,1,nein
910,4,Einbahn,hoch,50,breit,FS-Parken/Seitenraum,Asphalt - farbig,breit,Doppellinie,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_910,1,nein
928,4,Einbahn,hoch,30,breit,FS-Parken/Seitenraum,Asphalt - farbig,breit,Doppellinie,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_928,1,nein
946,4,Einbahn,hoch,50,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Doppellinie,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_946,1,nein
964,4,Einbahn,hoch,30,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Doppellinie,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_964,1,nein
982,4,Einbahn,hoch,50,breit,FS-Parken/Seitenraum,Asphalt,breit,Schraffiert,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_982,1,nein
1000,4,Einbahn,hoch,30,breit,FS-Parken/Seitenraum,Asphalt,breit,Schraffiert,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_1000,1,nein
1018,4,Einbahn,hoch,50,breit,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_1018,1,nein
1036,4,Einbahn,hoch,30,breit,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_1036,1,nein
1054,4,Einbahn,hoch,50,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_1054,1,nein
1072,4,Einbahn,hoch,30,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,Sperrpfosten_niedrig,-,-,-,C,,01_MS_C_1072,1,nein
1089,4,Einbahn,hoch,50,breit,FS-Parken/Seitenraum,Asphalt,breit,Doppellinie,Sperrpfosten_hoch,-,-,-,C,,01_MS_C_1089,1,nein
1107,4,Einbahn,hoch,30,breit,FS-Parken/Seitenraum,Asphalt,breit,Doppellinie,Sperrpfosten_hoch,-,-,-,C,,01_MS_C_1107,1,nein
