SR_lD,Basisszenario,Kamera,Links_RVA,Tr_li-Breite,Tr_li-Art,Tr_li_baulTrennung,RVA-Breite,Tr_re-Breite,Tr_re-Art,GW-Breite,GW-Geschaeftsnutzung,Haeuserfront,SceneID,Häufigkeit
229,02,C,Fahrstreifen,breit,Gruenstreifen,-,schmal,-,-,schmal,-,Gruenanlage,01_CP_C_229,1
230,02,C,Fahrstreifen,breit,Aufpflasterung,-,schmal,-,-,schmal,-,Gruenanlage,01_CP_C_230,1
231,02,C,Fahrstreifen,schmal,Gruenstreifen,Sperrpfosten,schmal,-,-,schmal,-,Gruenanlage,01_CP_C_231,1
232,02,C,Fahrstreifen,schmal,Aufpflasterung,Sperrpfosten,schmal,-,-,schmal,-,Gruenanlage,01_CP_C_232,1
233,02,C,Fahrstreifen,breit,Gruenstreifen,Sperrpfosten,schmal,-,-,schmal,-,Gruenanlage,01_CP_C_233,1
234,02,C,Fahrstreifen,breit,Aufpflasterung,Sperrpfosten,schmal,-,-,schmal,-,Gruenanlage,01_CP_C_234,1
253,02,C,Fahrstreifen,-,-,-,schmal,schmal,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_253,1
254,02,C,Fahrstreifen,schmal,Gruenstreifen,-,schmal,schmal,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_254,1
255,02,C,Fahrstreifen,schmal,Aufpflasterung,-,schmal,schmal,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_255,1
256,02,C,Fahrstreifen,breit,Gruenstreifen,-,schmal,schmal,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_256,1
257,02,C,Fahrstreifen,breit,Aufpflasterung,-,schmal,schmal,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_257,1
258,02,C,Fahrstreifen,schmal,Gruenstreifen,Sperrpfosten,schmal,schmal,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_258,1
259,02,C,Fahrstreifen,schmal,Aufpflasterung,Sperrpfosten,schmal,schmal,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_259,1
260,02,C,Fahrstreifen,breit,Gruenstreifen,Sperrpfosten,schmal,schmal,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_260,1
261,02,C,Fahrstreifen,breit,Aufpflasterung,Sperrpfosten,schmal,schmal,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_261,1
271,02,C,Gruenanlage,-,-,-,schmal,-,-,schmal,-,normal,01_CP_C_271,1
272,02,C,Gruenanlage,schmal,Gruenstreifen,-,schmal,-,-,schmal,-,normal,01_CP_C_272,1
273,02,C,Gruenanlage,schmal,Aufpflasterung,-,schmal,-,-,schmal,-,normal,01_CP_C_273,1
274,02,C,Gruenanlage,breit,Gruenstreifen,-,schmal,-,-,schmal,-,normal,01_CP_C_274,1
275,02,C,Gruenanlage,breit,Aufpflasterung,-,schmal,-,-,schmal,-,normal,01_CP_C_275,1
276,02,C,Gruenanlage,schmal,Gruenstreifen,Sperrpfosten,schmal,-,-,schmal,-,normal,01_CP_C_276,1
277,02,C,Gruenanlage,schmal,Aufpflasterung,Sperrpfosten,schmal,-,-,schmal,-,normal,01_CP_C_277,1
278,02,C,Gruenanlage,breit,Gruenstreifen,Sperrpfosten,schmal,-,-,schmal,-,normal,01_CP_C_278,1
279,02,C,Gruenanlage,breit,Aufpflasterung,Sperrpfosten,schmal,-,-,schmal,-,normal,01_CP_C_279,1
280,02,C,Gruenanlage,-,-,-,schmal,schmal,Gruenstreifen,schmal,-,normal,01_CP_C_280,1
281,02,C,Gruenanlage,schmal,Gruenstreifen,-,schmal,schmal,Gruenstreifen,schmal,-,normal,01_CP_C_281,1
282,02,C,Gruenanlage,schmal,Aufpflasterung,-,schmal,schmal,Gruenstreifen,schmal,-,normal,01_CP_C_282,1
283,02,C,Gruenanlage,breit,Gruenstreifen,-,schmal,schmal,Gruenstreifen,schmal,-,normal,01_CP_C_283,1
284,02,C,Gruenanlage,breit,Aufpflasterung,-,schmal,schmal,Gruenstreifen,schmal,-,normal,01_CP_C_284,1
285,02,C,Gruenanlage,schmal,Gruenstreifen,Sperrpfosten,schmal,schmal,Gruenstreifen,schmal,-,normal,01_CP_C_285,1
286,02,C,Gruenanlage,schmal,Aufpflasterung,Sperrpfosten,schmal,schmal,Gruenstreifen,schmal,-,normal,01_CP_C_286,1
287,02,C,Gruenanlage,breit,Gruenstreifen,Sperrpfosten,schmal,schmal,Gruenstreifen,schmal,-,normal,01_CP_C_287,1
288,02,C,Gruenanlage,breit,Aufpflasterung,Sperrpfosten,schmal,schmal,Gruenstreifen,schmal,-,normal,01_CP_C_288,1
289,02,C,Gruenanlage,-,-,-,schmal,breit,Gruenstreifen,schmal,-,normal,01_CP_C_289,1
290,02,C,Gruenanlage,schmal,Gruenstreifen,-,schmal,breit,Gruenstreifen,schmal,-,normal,01_CP_C_290,1
291,02,C,Gruenanlage,schmal,Aufpflasterung,-,schmal,breit,Gruenstreifen,schmal,-,normal,01_CP_C_291,1
292,02,C,Gruenanlage,breit,Gruenstreifen,-,schmal,breit,Gruenstreifen,schmal,-,normal,01_CP_C_292,1
293,02,C,Gruenanlage,breit,Aufpflasterung,-,schmal,breit,Gruenstreifen,schmal,-,normal,01_CP_C_293,1
294,02,C,Gruenanlage,schmal,Gruenstreifen,Sperrpfosten,schmal,breit,Gruenstreifen,schmal,-,normal,01_CP_C_294,1
295,02,C,Gruenanlage,schmal,Aufpflasterung,Sperrpfosten,schmal,breit,Gruenstreifen,schmal,-,normal,01_CP_C_295,1
296,02,C,Gruenanlage,breit,Gruenstreifen,Sperrpfosten,schmal,breit,Gruenstreifen,schmal,-,normal,01_CP_C_296,1
297,02,C,Gruenanlage,breit,Aufpflasterung,Sperrpfosten,schmal,breit,Gruenstreifen,schmal,-,normal,01_CP_C_297,1
298,02,C,Gruenanlage,-,-,-,schmal,schmal,Aufpflasterung,schmal,-,normal,01_CP_C_298,1
299,02,C,Gruenanlage,schmal,Gruenstreifen,-,schmal,schmal,Aufpflasterung,schmal,-,normal,01_CP_C_299,1
300,02,C,Gruenanlage,schmal,Aufpflasterung,-,schmal,schmal,Aufpflasterung,schmal,-,normal,01_CP_C_300,1
301,02,C,Gruenanlage,breit,Gruenstreifen,-,schmal,schmal,Aufpflasterung,schmal,-,normal,01_CP_C_301,1
302,02,C,Gruenanlage,breit,Aufpflasterung,-,schmal,schmal,Aufpflasterung,schmal,-,normal,01_CP_C_302,1
303,02,C,Gruenanlage,schmal,Gruenstreifen,Sperrpfosten,schmal,schmal,Aufpflasterung,schmal,-,normal,01_CP_C_303,1
304,02,C,Gruenanlage,schmal,Aufpflasterung,Sperrpfosten,schmal,schmal,Aufpflasterung,schmal,-,normal,01_CP_C_304,1
305,02,C,Gruenanlage,breit,Gruenstreifen,Sperrpfosten,schmal,schmal,Aufpflasterung,schmal,-,normal,01_CP_C_305,1
306,02,C,Gruenanlage,breit,Aufpflasterung,Sperrpfosten,schmal,schmal,Aufpflasterung,schmal,-,normal,01_CP_C_306,1
307,02,C,Gruenanlage,-,-,-,schmal,breit,Aufpflasterung,schmal,-,normal,01_CP_C_307,1
308,02,C,Gruenanlage,schmal,Gruenstreifen,-,schmal,breit,Aufpflasterung,schmal,-,normal,01_CP_C_308,1
309,02,C,Gruenanlage,schmal,Aufpflasterung,-,schmal,breit,Aufpflasterung,schmal,-,normal,01_CP_C_309,1
310,02,C,Gruenanlage,breit,Gruenstreifen,-,schmal,breit,Aufpflasterung,schmal,-,normal,01_CP_C_310,1
311,02,C,Gruenanlage,breit,Aufpflasterung,-,schmal,breit,Aufpflasterung,schmal,-,normal,01_CP_C_311,1
312,02,C,Gruenanlage,schmal,Gruenstreifen,Sperrpfosten,schmal,breit,Aufpflasterung,schmal,-,normal,01_CP_C_312,1
313,02,C,Gruenanlage,schmal,Aufpflasterung,Sperrpfosten,schmal,breit,Aufpflasterung,schmal,-,normal,01_CP_C_313,1
314,02,C,Gruenanlage,breit,Gruenstreifen,Sperrpfosten,schmal,breit,Aufpflasterung,schmal,-,normal,01_CP_C_314,1
315,02,C,Gruenanlage,breit,Aufpflasterung,Sperrpfosten,schmal,breit,Aufpflasterung,schmal,-,normal,01_CP_C_315,1
316,02,C,Gruenanlage,-,-,-,schmal,-,-,schmal,ja,normal,01_CP_C_316,1
317,02,C,Gruenanlage,schmal,Gruenstreifen,-,schmal,-,-,schmal,ja,normal,01_CP_C_317,1
318,02,C,Gruenanlage,schmal,Aufpflasterung,-,schmal,-,-,schmal,ja,normal,01_CP_C_318,1
319,02,C,Gruenanlage,breit,Gruenstreifen,-,schmal,-,-,schmal,ja,normal,01_CP_C_319,1
320,02,C,Gruenanlage,breit,Aufpflasterung,-,schmal,-,-,schmal,ja,normal,01_CP_C_320,1
321,02,C,Gruenanlage,schmal,Gruenstreifen,Sperrpfosten,schmal,-,-,schmal,ja,normal,01_CP_C_321,1
322,02,C,Gruenanlage,schmal,Aufpflasterung,Sperrpfosten,schmal,-,-,schmal,ja,normal,01_CP_C_322,1
323,02,C,Gruenanlage,breit,Gruenstreifen,Sperrpfosten,schmal,-,-,schmal,ja,normal,01_CP_C_323,1
324,02,C,Gruenanlage,breit,Aufpflasterung,Sperrpfosten,schmal,-,-,schmal,ja,normal,01_CP_C_324,1
325,02,C,Gruenanlage,-,-,-,schmal,schmal,Gruenstreifen,schmal,ja,normal,01_CP_C_325,1
326,02,C,Gruenanlage,schmal,Gruenstreifen,-,schmal,schmal,Gruenstreifen,schmal,ja,normal,01_CP_C_326,1
327,02,C,Gruenanlage,schmal,Aufpflasterung,-,schmal,schmal,Gruenstreifen,schmal,ja,normal,01_CP_C_327,1
328,02,C,Gruenanlage,breit,Gruenstreifen,-,schmal,schmal,Gruenstreifen,schmal,ja,normal,01_CP_C_328,1
329,02,C,Gruenanlage,breit,Aufpflasterung,-,schmal,schmal,Gruenstreifen,schmal,ja,normal,01_CP_C_329,1
330,02,C,Gruenanlage,schmal,Gruenstreifen,Sperrpfosten,schmal,schmal,Gruenstreifen,schmal,ja,normal,01_CP_C_330,1
331,02,C,Gruenanlage,schmal,Aufpflasterung,Sperrpfosten,schmal,schmal,Gruenstreifen,schmal,ja,normal,01_CP_C_331,1
332,02,C,Gruenanlage,breit,Gruenstreifen,Sperrpfosten,schmal,schmal,Gruenstreifen,schmal,ja,normal,01_CP_C_332,1
333,02,C,Gruenanlage,breit,Aufpflasterung,Sperrpfosten,schmal,schmal,Gruenstreifen,schmal,ja,normal,01_CP_C_333,1
334,02,C,Gruenanlage,-,-,-,schmal,breit,Gruenstreifen,schmal,ja,normal,01_CP_C_334,1
335,02,C,Gruenanlage,schmal,Gruenstreifen,-,schmal,breit,Gruenstreifen,schmal,ja,normal,01_CP_C_335,1
336,02,C,Gruenanlage,schmal,Aufpflasterung,-,schmal,breit,Gruenstreifen,schmal,ja,normal,01_CP_C_336,1
337,02,C,Gruenanlage,breit,Gruenstreifen,-,schmal,breit,Gruenstreifen,schmal,ja,normal,01_CP_C_337,1
338,02,C,Gruenanlage,breit,Aufpflasterung,-,schmal,breit,Gruenstreifen,schmal,ja,normal,01_CP_C_338,1
339,02,C,Gruenanlage,schmal,Gruenstreifen,Sperrpfosten,schmal,breit,Gruenstreifen,schmal,ja,normal,01_CP_C_339,1
340,02,C,Gruenanlage,schmal,Aufpflasterung,Sperrpfosten,schmal,breit,Gruenstreifen,schmal,ja,normal,01_CP_C_340,1
341,02,C,Gruenanlage,breit,Gruenstreifen,Sperrpfosten,schmal,breit,Gruenstreifen,schmal,ja,normal,01_CP_C_341,1
342,02,C,Gruenanlage,breit,Aufpflasterung,Sperrpfosten,schmal,breit,Gruenstreifen,schmal,ja,normal,01_CP_C_342,1
343,02,C,Gruenanlage,-,-,-,schmal,schmal,Aufpflasterung,schmal,ja,normal,01_CP_C_343,1
344,02,C,Gruenanlage,schmal,Gruenstreifen,-,schmal,schmal,Aufpflasterung,schmal,ja,normal,01_CP_C_344,1
345,02,C,Gruenanlage,schmal,Aufpflasterung,-,schmal,schmal,Aufpflasterung,schmal,ja,normal,01_CP_C_345,1
346,02,C,Gruenanlage,breit,Gruenstreifen,-,schmal,schmal,Aufpflasterung,schmal,ja,normal,01_CP_C_346,1
347,02,C,Gruenanlage,breit,Aufpflasterung,-,schmal,schmal,Aufpflasterung,schmal,ja,normal,01_CP_C_347,1
348,02,C,Gruenanlage,schmal,Gruenstreifen,Sperrpfosten,schmal,schmal,Aufpflasterung,schmal,ja,normal,01_CP_C_348,1
349,02,C,Gruenanlage,schmal,Aufpflasterung,Sperrpfosten,schmal,schmal,Aufpflasterung,schmal,ja,normal,01_CP_C_349,1
350,02,C,Gruenanlage,breit,Gruenstreifen,Sperrpfosten,schmal,schmal,Aufpflasterung,schmal,ja,normal,01_CP_C_350,1
351,02,C,Gruenanlage,breit,Aufpflasterung,Sperrpfosten,schmal,schmal,Aufpflasterung,schmal,ja,normal,01_CP_C_351,1
352,02,C,Gruenanlage,-,-,-,schmal,breit,Aufpflasterung,schmal,ja,normal,01_CP_C_352,1
353,02,C,Gruenanlage,schmal,Gruenstreifen,-,schmal,breit,Aufpflasterung,schmal,ja,normal,01_CP_C_353,1
354,02,C,Gruenanlage,schmal,Aufpflasterung,-,schmal,breit,Aufpflasterung,schmal,ja,normal,01_CP_C_354,1
355,02,C,Gruenanlage,breit,Gruenstreifen,-,schmal,breit,Aufpflasterung,schmal,ja,normal,01_CP_C_355,1
356,02,C,Gruenanlage,breit,Aufpflasterung,-,schmal,breit,Aufpflasterung,schmal,ja,normal,01_CP_C_356,1
357,02,C,Gruenanlage,schmal,Gruenstreifen,Sperrpfosten,schmal,breit,Aufpflasterung,schmal,ja,normal,01_CP_C_357,1
358,02,C,Gruenanlage,schmal,Aufpflasterung,Sperrpfosten,schmal,breit,Aufpflasterung,schmal,ja,normal,01_CP_C_358,1
359,02,C,Gruenanlage,breit,Gruenstreifen,Sperrpfosten,schmal,breit,Aufpflasterung,schmal,ja,normal,01_CP_C_359,1
360,02,C,Gruenanlage,breit,Aufpflasterung,Sperrpfosten,schmal,breit,Aufpflasterung,schmal,ja,normal,01_CP_C_360,1
361,02,C,Gruenanlage,-,-,-,schmal,-,-,schmal,-,Gruenanlage,01_CP_C_361,1
362,02,C,Gruenanlage,schmal,Gruenstreifen,-,schmal,-,-,schmal,-,Gruenanlage,01_CP_C_362,1
363,02,C,Gruenanlage,schmal,Aufpflasterung,-,schmal,-,-,schmal,-,Gruenanlage,01_CP_C_363,1
364,02,C,Gruenanlage,breit,Gruenstreifen,-,schmal,-,-,schmal,-,Gruenanlage,01_CP_C_364,1
365,02,C,Gruenanlage,breit,Aufpflasterung,-,schmal,-,-,schmal,-,Gruenanlage,01_CP_C_365,1
366,02,C,Gruenanlage,schmal,Gruenstreifen,Sperrpfosten,schmal,-,-,schmal,-,Gruenanlage,01_CP_C_366,1
367,02,C,Gruenanlage,schmal,Aufpflasterung,Sperrpfosten,schmal,-,-,schmal,-,Gruenanlage,01_CP_C_367,1
368,02,C,Gruenanlage,breit,Gruenstreifen,Sperrpfosten,schmal,-,-,schmal,-,Gruenanlage,01_CP_C_368,1
369,02,C,Gruenanlage,breit,Aufpflasterung,Sperrpfosten,schmal,-,-,schmal,-,Gruenanlage,01_CP_C_369,1
388,02,C,Gruenanlage,-,-,-,schmal,schmal,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_388,1
389,02,C,Gruenanlage,schmal,Gruenstreifen,-,schmal,schmal,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_389,1
390,02,C,Gruenanlage,schmal,Aufpflasterung,-,schmal,schmal,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_390,1
391,02,C,Gruenanlage,breit,Gruenstreifen,-,schmal,schmal,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_391,1
392,02,C,Gruenanlage,breit,Aufpflasterung,-,schmal,schmal,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_392,1
393,02,C,Gruenanlage,schmal,Gruenstreifen,Sperrpfosten,schmal,schmal,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_393,1
394,02,C,Gruenanlage,schmal,Aufpflasterung,Sperrpfosten,schmal,schmal,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_394,1
395,02,C,Gruenanlage,breit,Gruenstreifen,Sperrpfosten,schmal,schmal,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_395,1
396,02,C,Gruenanlage,breit,Aufpflasterung,Sperrpfosten,schmal,schmal,Aufpflasterung,schmal,-,Gruenanlage,01_CP_C_396,1
406,04,C,Parken,-,-,-,schmal,-,-,breit,-,normal,01_CP_C_406,1
407,04,C,Parken,schmal,Gruenstreifen,-,schmal,-,-,breit,-,normal,01_CP_C_407,1
408,04,C,Parken,schmal,Aufpflasterung,-,schmal,-,-,breit,-,normal,01_CP_C_408,1
409,04,C,Parken,breit,Gruenstreifen,-,schmal,-,-,breit,-,normal,01_CP_C_409,1
410,04,C,Parken,breit,Aufpflasterung,-,schmal,-,-,breit,-,normal,01_CP_C_410,1
411,04,C,Parken,schmal,Gruenstreifen,Sperrpfosten,schmal,-,-,breit,-,normal,01_CP_C_411,1
412,04,C,Parken,schmal,Aufpflasterung,Sperrpfosten,schmal,-,-,breit,-,normal,01_CP_C_412,1
413,04,C,Parken,breit,Gruenstreifen,Sperrpfosten,schmal,-,-,breit,-,normal,01_CP_C_413,1
414,04,C,Parken,breit,Aufpflasterung,Sperrpfosten,schmal,-,-,breit,-,normal,01_CP_C_414,1
415,04,C,Parken,-,-,-,schmal,schmal,Gruenstreifen,breit,-,normal,01_CP_C_415,1
416,04,C,Parken,schmal,Gruenstreifen,-,schmal,schmal,Gruenstreifen,breit,-,normal,01_CP_C_416,1
417,04,C,Parken,schmal,Aufpflasterung,-,schmal,schmal,Gruenstreifen,breit,-,normal,01_CP_C_417,1
418,04,C,Parken,breit,Gruenstreifen,-,schmal,schmal,Gruenstreifen,breit,-,normal,01_CP_C_418,1
419,04,C,Parken,breit,Aufpflasterung,-,schmal,schmal,Gruenstreifen,breit,-,normal,01_CP_C_419,1
420,04,C,Parken,schmal,Gruenstreifen,Sperrpfosten,schmal,schmal,Gruenstreifen,breit,-,normal,01_CP_C_420,1
421,04,C,Parken,schmal,Aufpflasterung,Sperrpfosten,schmal,schmal,Gruenstreifen,breit,-,normal,01_CP_C_421,1
422,04,C,Parken,breit,Gruenstreifen,Sperrpfosten,schmal,schmal,Gruenstreifen,breit,-,normal,01_CP_C_422,1
423,04,C,Parken,breit,Aufpflasterung,Sperrpfosten,schmal,schmal,Gruenstreifen,breit,-,normal,01_CP_C_423,1
424,04,C,Parken,-,-,-,schmal,breit,Gruenstreifen,breit,-,normal,01_CP_C_424,1
425,04,C,Parken,schmal,Gruenstreifen,-,schmal,breit,Gruenstreifen,breit,-,normal,01_CP_C_425,1
426,04,C,Parken,schmal,Aufpflasterung,-,schmal,breit,Gruenstreifen,breit,-,normal,01_CP_C_426,1
427,04,C,Parken,breit,Gruenstreifen,-,schmal,breit,Gruenstreifen,breit,-,normal,01_CP_C_427,1
428,04,C,Parken,breit,Aufpflasterung,-,schmal,breit,Gruenstreifen,breit,-,normal,01_CP_C_428,1
429,04,C,Parken,schmal,Gruenstreifen,Sperrpfosten,schmal,breit,Gruenstreifen,breit,-,normal,01_CP_C_429,1
430,04,C,Parken,schmal,Aufpflasterung,Sperrpfosten,schmal,breit,Gruenstreifen,breit,-,normal,01_CP_C_430,1
431,04,C,Parken,breit,Gruenstreifen,Sperrpfosten,schmal,breit,Gruenstreifen,breit,-,normal,01_CP_C_431,1
432,04,C,Parken,breit,Aufpflasterung,Sperrpfosten,schmal,breit,Gruenstreifen,breit,-,normal,01_CP_C_432,1
433,04,C,Parken,-,-,-,schmal,schmal,Aufpflasterung,breit,-,normal,01_CP_C_433,1
434,04,C,Parken,schmal,Gruenstreifen,-,schmal,schmal,Aufpflasterung,breit,-,normal,01_CP_C_434,1
435,04,C,Parken,schmal,Aufpflasterung,-,schmal,schmal,Aufpflasterung,breit,-,normal,01_CP_C_435,1
436,04,C,Parken,breit,Gruenstreifen,-,schmal,schmal,Aufpflasterung,breit,-,normal,01_CP_C_436,1
437,04,C,Parken,breit,Aufpflasterung,-,schmal,schmal,Aufpflasterung,breit,-,normal,01_CP_C_437,1
438,04,C,Parken,schmal,Gruenstreifen,Sperrpfosten,schmal,schmal,Aufpflasterung,breit,-,normal,01_CP_C_438,1
439,04,C,Parken,schmal,Aufpflasterung,Sperrpfosten,schmal,schmal,Aufpflasterung,breit,-,normal,01_CP_C_439,1
440,04,C,Parken,breit,Gruenstreifen,Sperrpfosten,schmal,schmal,Aufpflasterung,breit,-,normal,01_CP_C_440,1
441,04,C,Parken,breit,Aufpflasterung,Sperrpfosten,schmal,schmal,Aufpflasterung,breit,-,normal,01_CP_C_441,1
442,04,C,Parken,-,-,-,schmal,breit,Aufpflasterung,breit,-,normal,01_CP_C_442,1
443,04,C,Parken,schmal,Gruenstreifen,-,schmal,breit,Aufpflasterung,breit,-,normal,01_CP_C_443,1
444,04,C,Parken,schmal,Aufpflasterung,-,schmal,breit,Aufpflasterung,breit,-,normal,01_CP_C_444,1
445,04,C,Parken,breit,Gruenstreifen,-,schmal,breit,Aufpflasterung,breit,-,normal,01_CP_C_445,1
446,04,C,Parken,breit,Aufpflasterung,-,schmal,breit,Aufpflasterung,breit,-,normal,01_CP_C_446,1
447,04,C,Parken,schmal,Gruenstreifen,Sperrpfosten,schmal,breit,Aufpflasterung,breit,-,normal,01_CP_C_447,1
448,04,C,Parken,schmal,Aufpflasterung,Sperrpfosten,schmal,breit,Aufpflasterung,breit,-,normal,01_CP_C_448,1
449,04,C,Parken,breit,Gruenstreifen,Sperrpfosten,schmal,breit,Aufpflasterung,breit,-,normal,01_CP_C_449,1
450,04,C,Parken,breit,Aufpflasterung,Sperrpfosten,schmal,breit,Aufpflasterung,breit,-,normal,01_CP_C_450,1
451,04,C,Parken,-,-,-,schmal,-,-,breit,ja,normal,01_CP_C_451,1
452,04,C,Parken,schmal,Gruenstreifen,-,schmal,-,-,breit,ja,normal,01_CP_C_452,1
453,04,C,Parken,schmal,Aufpflasterung,-,schmal,-,-,breit,ja,normal,01_CP_C_453,1
454,04,C,Parken,breit,Gruenstreifen,-,schmal,-,-,breit,ja,normal,01_CP_C_454,1
455,04,C,Parken,breit,Aufpflasterung,-,schmal,-,-,breit,ja,normal,01_CP_C_455,1
456,04,C,Parken,schmal,Gruenstreifen,Sperrpfosten,schmal,-,-,breit,ja,normal,01_CP_C_456,1
457,04,C,Parken,schmal,Aufpflasterung,Sperrpfosten,schmal,-,-,breit,ja,normal,01_CP_C_457,1
458,04,C,Parken,breit,Gruenstreifen,Sperrpfosten,schmal,-,-,breit,ja,normal,01_CP_C_458,1
459,04,C,Parken,breit,Aufpflasterung,Sperrpfosten,schmal,-,-,breit,ja,normal,01_CP_C_459,1
460,04,C,Parken,-,-,-,schmal,schmal,Gruenstreifen,breit,ja,normal,01_CP_C_460,1
461,04,C,Parken,schmal,Gruenstreifen,-,schmal,schmal,Gruenstreifen,breit,ja,normal,01_CP_C_461,1
462,04,C,Parken,schmal,Aufpflasterung,-,schmal,schmal,Gruenstreifen,breit,ja,normal,01_CP_C_462,1
463,04,C,Parken,breit,Gruenstreifen,-,schmal,schmal,Gruenstreifen,breit,ja,normal,01_CP_C_463,1
464,04,C,Parken,breit,Aufpflasterung,-,schmal,schmal,Gruenstreifen,breit,ja,normal,01_CP_C_464,1
465,04,C,Parken,schmal,Gruenstreifen,Sperrpfosten,schmal,schmal,Gruenstreifen,breit,ja,normal,01_CP_C_465,1
466,04,C,Parken,schmal,Aufpflasterung,Sperrpfosten,schmal,schmal,Gruenstreifen,breit,ja,normal,01_CP_C_466,1
467,04,C,Parken,breit,Gruenstreifen,Sperrpfosten,schmal,schmal,Gruenstreifen,breit,ja,normal,01_CP_C_467,1
468,04,C,Parken,breit,Aufpflasterung,Sperrpfosten,schmal,schmal,Gruenstreifen,breit,ja,normal,01_CP_C_468,1
469,04,C,Parken,-,-,-,schmal,breit,Gruenstreifen,breit,ja,normal,01_CP_C_469,1
470,04,C,Parken,schmal,Gruenstreifen,-,schmal,breit,Gruenstreifen,breit,ja,normal,01_CP_C_470,1
471,04,C,Parken,schmal,Aufpflasterung,-,schmal,breit,Gruenstreifen,breit,ja,normal,01_CP_C_471,1
472,04,C,Parken,breit,Gruenstreifen,-,schmal,breit,Gruenstreifen,breit,ja,normal,01_CP_C_472,1
473,04,C,Parken,breit,Aufpflasterung,-,schmal,breit,Gruenstreifen,breit,ja,normal,01_CP_C_473,1
474,04,C,Parken,schmal,Gruenstreifen,Sperrpfosten,schmal,breit,Gruenstreifen,breit,ja,normal,01_CP_C_474,1
475,04,C,Parken,schmal,Aufpflasterung,Sperrpfosten,schmal,breit,Gruenstreifen,breit,ja,normal,01_CP_C_475,1
476,04,C,Parken,breit,Gruenstreifen,Sperrpfosten,schmal,breit,Gruenstreifen,breit,ja,normal,01_CP_C_476,1
477,04,C,Parken,breit,Aufpflasterung,Sperrpfosten,schmal,breit,Gruenstreifen,breit,ja,normal,01_CP_C_477,1
478,04,C,Parken,-,-,-,schmal,schmal,Aufpflasterung,breit,ja,normal,01_CP_C_478,1
479,04,C,Parken,schmal,Gruenstreifen,-,schmal,schmal,Aufpflasterung,breit,ja,normal,01_CP_C_479,1
480,04,C,Parken,schmal,Aufpflasterung,-,schmal,schmal,Aufpflasterung,breit,ja,normal,01_CP_C_480,1
481,04,C,Parken,breit,Gruenstreifen,-,schmal,schmal,Aufpflasterung,breit,ja,normal,01_CP_C_481,1
482,04,C,Parken,breit,Aufpflasterung,-,schmal,schmal,Aufpflasterung,breit,ja,normal,01_CP_C_482,1
483,04,C,Parken,schmal,Gruenstreifen,Sperrpfosten,schmal,schmal,Aufpflasterung,breit,ja,normal,01_CP_C_483,1
484,04,C,Parken,schmal,Aufpflasterung,Sperrpfosten,schmal,schmal,Aufpflasterung,breit,ja,normal,01_CP_C_484,1
485,04,C,Parken,breit,Gruenstreifen,Sperrpfosten,schmal,schmal,Aufpflasterung,breit,ja,normal,01_CP_C_485,1
486,04,C,Parken,breit,Aufpflasterung,Sperrpfosten,schmal,schmal,Aufpflasterung,breit,ja,normal,01_CP_C_486,1
487,04,C,Parken,-,-,-,schmal,breit,Aufpflasterung,breit,ja,normal,01_CP_C_487,1
488,04,C,Parken,schmal,Gruenstreifen,-,schmal,breit,Aufpflasterung,breit,ja,normal,01_CP_C_488,1
489,04,C,Parken,schmal,Aufpflasterung,-,schmal,breit,Aufpflasterung,breit,ja,normal,01_CP_C_489,1
490,04,C,Parken,breit,Gruenstreifen,-,schmal,breit,Aufpflasterung,breit,ja,normal,01_CP_C_490,1
491,04,C,Parken,breit,Aufpflasterung,-,schmal,breit,Aufpflasterung,breit,ja,normal,01_CP_C_491,1
492,04,C,Parken,schmal,Gruenstreifen,Sperrpfosten,schmal,breit,Aufpflasterung,breit,ja,normal,01_CP_C_492,1
493,04,C,Parken,schmal,Aufpflasterung,Sperrpfosten,schmal,breit,Aufpflasterung,breit,ja,normal,01_CP_C_493,1
494,04,C,Parken,breit,Gruenstreifen,Sperrpfosten,schmal,breit,Aufpflasterung,breit,ja,normal,01_CP_C_494,1
495,04,C,Parken,breit,Aufpflasterung,Sperrpfosten,schmal,breit,Aufpflasterung,breit,ja,normal,01_CP_C_495,1
496,05,C,Fahrstreifen,-,-,-,schmal,-,-,breit,-,normal,01_CP_C_496,1
497,05,C,Fahrstreifen,schmal,Gruenstreifen,-,schmal,-,-,breit,-,normal,01_CP_C_497,1
